id;sus;ue-name;date;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;22;23;24;25;26;28;29;30;31;32;33;34;
1;be1;exk;20.09.2022;4;3;5;1;4;4;4;4;0;1;4;4;4;1;3;1;;5;5;5;4;2;4;4;2.00;wöchentlich;seltener;im Schulbuch. am Computer;18;m;5;ja ;
2;be2;exk;20.09.2022;3;3;5;1;3;3;5;5;4;3;4;3;4;1;4;1;;4;5;5;5;1;3;3;Feb 25;wöchentlich;seltener;im Schulbuch. mit dem Tablet/Smartphone;18;m;5;ja ;
3;be3;exk;20.09.2022;3;4;5;2;2;4;3;3;4;4;4;1;1;1;4;1;;4;4;4;5;1;2;4;Feb 25;täglich;seltener;im Schulbuch. am Computer. mit dem Tablet/Smartphone;17;m;5;ja ;
4;be4;exk;20.09.2022;4;3;4;1;5;5;4;5;1;4;5;1;5;4;1;1;;5;5;5;5;1;4;5;1.00;wöchentlich;monatlich;im Schulbuch. am Computer. mit dem Tablet/Smartphone;18;k;5;ja ;
5;be5;exk;20.09.2022;4;2;3;1;3;3;4;4;2;2;3;3;3;3;4;1;;5;4;4;3;3;4;2;;wöchentlich;monatlich;im Schulbuch. am Computer. mit dem Tablet/Smartphone;17;m;5;ja ;
6;be6;exk;20.09.2022;3;2;5;1;3;4;5;5;4;2;4;2;2;1;3;2;;5;5;5;5;1;5;2;Jan 25;wöchentlich;seltener;im Schulbuch. am Computer. mit dem Tablet/Smartphone;17;k;5;ja ;
7;be7;exk;20.09.2022;5;4;4;1;5;4;4;5;3;2;5;3;3;1;2;3;;4;5;5;5;1;3;3;2.00;wöchentlich;monatlich;im Schulbuch. am Computer. mit dem Tablet/Smartphone;18;m;5;ja ;
8;be8;exk;20.09.2022;3;2;4;1;3;4;4;4;4;4;3;1;3;2;4;2;;5;4;4;4;1;4;2;Feb 25;täglich;wöchentlich;im Schulbuch. am Computer. mit dem Tablet/Smartphone;17;m;5;ja ;
9;be9;exk;20.09.2022;4;4;5;1;5;5;5;5;4;5;4;5;5;1;5;1;;5;5;5;5;1;4;4;Feb 25;wöchentlich;wöchentlich;im Schulbuch. am Computer. mit dem Tablet/Smartphone;17;k;4;ja ;
10;be10;exk;20.09.2022;4;3;4;4;4;3;4;3;3;3;4;4;5;4;3;5;;3;3;4;4;4;3;4;Mrz 25;täglich;seltener;im Schulbuch. am Computer. mit dem Tablet/Smartphone;18;m;5;ja ;
11;be11;exk;20.09.2022;3;3;3;2;3;3;3;3;2;3;3;3;3;3;4;3;;4;3;5;4;2;2;3;;wöchentlich;seltener;im Schulbuch. am Computer. mit dem Tablet/Smartphone;18;m;5;ja ;
12;be12;exk;20.09.2022;3;3;5;1;4;4;5;5;3;3;3;3;4;1;4;5;;5;5;5;5;5;5;4;;wöchentlich;monatlich;am Computer;16;m;5;ja ;
13;be13;exk;20.09.2022;4;3;3;4;5;4;3;3;4;2;3;4;4;2;3;4;;4;4;5;4;3;4;4;;wöchentlich;wöchentlich;am Computer;17;k;3;nein ;
14;be14;exk;;3;3;4;1;3;4;4;5;4;4;4;3;3;1;5;1;;4;5;4;4;1;2;3;Feb 25;wöchentlich;wöchentlich;am Computer;17;m;5;ja ;
15;be15;exk;20.09.2022;4;2;3;1;2;1;4;1;2;2;2;1;3;1;3;5;;3;2;2;4;2;2;5;Feb 75;wöchentlich;seltener;am Computer;17;w;4;ja ;
16;be16;exk;21.09.2022;5;3;5;1;4;3;5;4;4;3;4;2;4;1;5;1;;4;5;5;4;1;4;4;Jan 50;wöchentlich;wöchentlich;am Computer;17;m;5;ja ;
17;be17;exk;20.09.2022;3;4;4;2;4;4;4;4;5;4;2;4;3;2;4;2;;5;5;5;3;3;4;4;Feb 25;wöchentlich;wöchentlich;am Computer. mit dem Tablet/Smartphone;17;m;5;ja ;
18;be18;exk;;4;4;5;2;4;4;5;5;3;4;3;5;5;2;5;4;;5;4;5;5;2;5;5;Feb 25;wöchentlich;wöchentlich;am Computer. mit dem Tablet/Smartphone;17;w;5;ja ;
19;be19;exk;20.09.2022;3;3;3;2;4;4;3;5;5;5;5;3;2;3;4;1;;5;5;5;5;1;3;2;Feb 25;wöchentlich;seltener;am Computer;17;m;5;ja ;
20;be20;exk;20.09.2022;4;4;3;2;3;4;2;2;0;3;3;4;3;3;2;2;;4;5;4;5;2;2;4;Jan 75;wöchentlich;monatlich;im Schulbuch. am Computer. mit dem Tablet/Smartphone;17;w;5;ja ;
21;be21;exk;20.09.2022;4;4;3;2;4;4;4;4;5;4;4;3;3;1;4;2;;3;4;5;4;3;3;4;Jan 75;wöchentlich;wöchentlich;im Schulbuch. am Computer. mit dem Tablet/Smartphone;17;w;4;ja ;
22;be22;exk;20.09.2022;3;3;2;2;4;4;4;4;2;2;4;4;3;3;4;2;;2;3;3;4;2;2;3;Feb 75;wöchentlich;seltener;am Computer;17;w;5;ja ;
23;be23;exk;;5;5;5;2;4;4;5;4;5;5;5;5;5;2;5;3;;5;5;5;5;1;5;5;2.00;wöchentlich;seltener;am Computer;17;w;5;ja ;
24;be24;exk;20.09.2022;4;2;2;3;3;2;5;4;3;3;3;1;3;2;2;4;;4;4;3;4;2;2;2;Jan 75;wöchentlich;seltener;mit dem Tablet/Smartphone;18;w;4;ja ;
25;be25;exk;20.09.2022;4;4;3;2;4;4;3;3;2;4;4;4;4;2;3;4;;4;4;4;5;1;4;4;Jan 75;wöchentlich;seltener;im Schulbuch. am Computer. mit dem Tablet/Smartphone;16;w;3;ja ;
26;be26;exk;20.09.2022;4;3;0;1;4;4;5;5;5;4;5;4;4;1;4;1;;5;5;5;5;3;5;5;Jan 75;wöchentlich;monatlich;im Schulbuch. am Computer. mit dem Tablet/Smartphone;16;d;5;ja ;
27;be27;exk;20.09.2022;3;4;4;1;5;4;4;4;5;5;4;4;4;2;5;2;;5;5;5;3;2;3;5;Jan 25;wöchtenlich;seltener;im Schulbuch. am Computer. mit dem Tablet/Smartphone;17;m;5;ja ;
28;be28;exk;20.09.2022;;;;;;;;;;;;;;;;;;;;;;;;;;k.A.;k.A.;k.A.;k.A.;k.A.;k.A.;k.A. ;
29;be29;exk;20.09.2022;;;;;;;;;;;;;;;;;;;;;;;;;;k.A.;k.A.;k.A.;k.A.;k.A.;k.A.;k.A. ;
30;be30;exk;21.09.2022;4;3;4;1;4;2;4;3;4;3;4;2;3;2;5;2;;4;5;5;3;3;4;3;Feb 25;wöchentlich;monatlich;mit dem Tablet/Smartphone;18;m;5;ja ;
31;be31;exk;21.09.2022;1;2;2;1;2;2;2;2;2;4;4;1;1;1;5;1;;3;3;5;4;2;2;2;3.00;wöchentlich;wöchentlich;im Schulbuch. am Computer. mit dem Tablet/Smartphone;17;m;5;ja ;
32;be32;exk;21.09.2022;2;3;3;1;2;2;3;3;3;3;3;3;1;1;3;1;;4;4;5;4;4;2;2;4.00;wöchentlich;monatlich;mit dem Tablet/Smartphone;17;d;5;nein ;
33;be33;exk;21.09.2022;4;4;4;1;4;3;5;4;2;5;4;3;3;2;2;1;;4;5;5;3;3;3;4;2.00;täglich;wöchentlich;im Schulbuch. am Computer. mit dem Tablet/Smartphone;18;m;5;ja ;
34;be34;exk;21.09.2022;3;3;3;1;4;3;3;3;2;3;3;3;3;3;3;3;;4;5;4;4;4;3;4;2.00;täglich;seltener;mit dem Tablet/Smartphone;17;m;5;ja ;
35;be35;exk;21.09.2022;4;4;5;1;4;4;4;4;5;4;4;4;4;1;4;3;;5;5;5;5;2;4;4;Jan 25;wöchentlich;seltener;am Computer;17;m;5;ja ;
36;be36;exk;21.09.2022;3;4;3;1;3;5;5;5;4;4;4;4;3;2;4;1;;3;4;5;4;2;3;5;;wöchentlich;wöchentlich;am Computer. mit dem Tablet/Smartphone;18;m;5;ja ;
37;be37;exk;21.09.2022;3;3;4;1;3;4;4;4;5;2;4;2;3;1;5;1;;5;5;5;3;4;3;2;;wöchentlich;wöchentlich;im Schulbuch. am Computer. mit dem Tablet/Smartphone;17;m;5;ja ;
38;be38;exk;21.09.2022;4;3;4;2;5;3;5;5;4;3;4;3;4;3;4;3;;4;5;5;4;2;2;4;Feb 25;wöchentlich;wöchentlich;am Computer. mit dem Tablet/Smartphone;18;m;5;ja ;
39;be39;exk;21.09.2022;5;3;4;2;5;5;4;4;4;4;4;3;5;1;4;3;;4;5;5;5;2;4;4;2.00;wöchentlich;wöchentlich;im Schulbuch. am Computer. mit dem Tablet/Smartphone;17;w;5;ja ;
40;be40;exk;21.09.2022;4;3;3;1;3;4;3;3;2;2;4;2;3;1;1;1;;5;4;5;5;1;3;2;Feb 75;wöchentlich;wöchentlich;am Computer. mit dem Tablet/Smartphone;17;m;5;ja ;
41;be41;exk;21.09.2022;5;5;3;1;5;5;5;5;3;4;4;5;5;1;5;1;;5;5;5;5;2;5;5;Jan 25;wöchentlich;seltener;im Schulbuch. am Computer. mit dem Tablet/Smartphone;17;m;5;ja ;
42;be42;exk;21.09.2022;3;2;5;1;2;2;5;5;5;1;3;1;1;1;5;2;;5;3;5;5;1;1;2;3.00;wöchentlich;wöchentlich;im Schulbuch. am Computer. mit dem Tablet/Smartphone;17;w;5;ja ;
43;be43;exk;21.09.2022;3;3;4;1;4;2;4;4;4;3;4;2;3;3;4;2;;5;4;4;4;1;2;2;3.00;wöchentlich;wöchentlich;im Schulbuch. am Computer;17;w;5;ja ;
44;be44;exk;21.09.2022;4;3;5;1;4;4;4;3;5;3;4;3;3;1;5;2;;3;4;5;3;2;3;3;Feb 25;wöchentlich;wöchentlich;im Schulbuch. am Computer. mit dem Tablet/Smartphone;18;m;5;ja ;
45;be45;exk;21.09.2022;4;3;0;2;4;3;3;3;4;3;3;3;3;2;3;3;;;4;4;3;4;2;2;Feb 50;wöchentlich;wöchentlich;am Computer;17;w;4;ja ;
46;be46;exk;21.09.2022;4;4;3;1;5;3;4;4;5;4;5;4;5;1;3;3;;4;4;4;3;3;4;4;Feb 25;wöchentlich;monatlich;im Schulbuch. am Computer. mit dem Tablet/Smartphone;17;w;4;ja ;
47;be47;exk;21.09.2022;4;5;5;1;4;5;5;4;4;5;4;4;5;1;4;3;;5;4;5;5;1;4;3;Jan 25;wöchentlich;monatlich;im Schulbuch. am Computer. mit dem Tablet/Smartphone;17;w;4;ja ;
48;be48;exk;21.09.2022;3;4;3;2;3;4;4;0;0;0;3;3;3;1;0;2;;4;4;4;4;2;3;4;2.00;wöchentlich;wöchentlich;im Schulbuch. am Computer. mit dem Tablet/Smartphone;17;w;4;ja ;
49;be49;exk;21.09.2022;3;3;4;1;3;2;2;2;2;2;3;1;3;1;2;2;;3;5;4;4;2;2;2;Feb 25;wöchentlich;wöchentlich;am Computer. mit dem Tablet/Smartphone;17;m;5;ja ;
50;be50;exk;21.09.2022;2;3;1;5;1;3;2;1;1;3;1;3;2;5;1;5;;1;2;1;1;;3;3;Jan 75;wöchentlich;wöchentlich;mit dem Tablet/Smartphone;18;m;2;ja ;
51;be51;exk;21.09.2022;5;3;5;2;5;2;5;4;4;2;5;4;4;2;4;1;;5;5;5;4;3;3;4;Jan 75;wöchentlich;wöchentlich;im Schulbuch. am Computer. mit dem Tablet/Smartphone;17;m;5;ja ;
52;fw1;szr;02.02.2023;4;4;3;1;4;4;4;5;4;4;3;4;4;2;3;4;-;3;4;5;3;5;3;5;-;monatlich;-;im Schulbuch. am Computer. mit dem Tablet/Smartphone;14;m;k.A.;k.A. ;
53;fw2;szr;02.02.2023;3;2;2;4;3;2;2;4;3;3;3;2;3;3;2;3;-;3;4;3;4;2;4;2;3;seltener;seltener;im Schulbuch. mit dem Tablet/Smartphone;14;w;k.A.;k.A. ;
54;fw3;szr;02.02.2023;3;2;2;4;3;2;2;4;3;3;3;2;3;3;2;3;-;2;2;1;4;3;3;4;3;seltener;seltener;im Schulbuch;15;w;k.A.;k.A. ;
55;fw4;szr;02.02.2023;3;4;3;2;2;4;3;3;3;4;2;4;2;1;3;1;F1 - 2 & 3 angegeben;4;2;5;2;4;1;3;Mrz 25;seltener;seltener;im Schulbuch;14;w;k.A.;k.A. ;
56;fw5;szr;02.02.2023;2;4;3;1;3;3;5;5;1;3;5;5;3;1;1;1;-;1;1;5;5;1;1;4;Feb 75;nie;seltener;im Schulbuch;15;w;k.A.;k.A. ;
57;fw6;szr;02.02.2023;1;1;1;1;5;5;5;1;3;3;3;3;3;1;3;1;F7 - 3 & 5 angegeben;3;3;1;3;3;3;3;3;seltener;seltener;im Schulbuch;14;k;k.A.;k.A. ;
58;fw7;szr;02.02.2023;5;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;S notierte: Hat nicht funktioniert;4;3;5;5;1;4;4;-;nie;nie;k.A.;15;m;k.A.;k.A. ;
59;fw8;szr;02.02.2023;4;3;1;1;4;4;4;3;1;2;4;4;4;2;4;4;;4;3;5;5;1;4;4;2;nie;nie;k.A.;14;m;k.A.;k.A. ;
60;fw9;szr;02.02.2023;3;5;2;1;5;5;5;5;3;3;5;5;5;1;2;2;-;2;4;4;3;4;2;5;-;seltener;seltener;im Schulbuch;14;w;k.A.;k.A. ;
61;fw10;szr;02.02.2023;4;5;4;1;4;3;5;4;5;5;4;5;4;2;4;3;-;4;5;4;2;2;4;3;Feb 25;nie;nie;am Computer;14;m;k.A.;k.A. ;
62;fw11;szr;02.02.2023;4;2;3;1;5;5;4;3;3;5;5;4;5;1;3;2;"SuS schreibt: ""ich wusste es schon"" (F2) & ""Internet hat nicht funktioniert"" (F15)";5;5;4;5;2;4;2;2;nie;seltener;im Schulbuch. mit dem Tablet/Smartphone;14;w;k.A.;k.A. ;
63;fw12;szr;02.02.2023;3;4;4;2;4;3;5;2;3;4;2;4;5;2;4;3;F9 - 3 & 4 angekreuzt. Likert Skala verdreht;4;3;2;5;1;3;5;Jan 75;nie;seltener;im Schulbuch. mit dem Tablet/Smartphone;15;w;k.A.;k.A. ;
64;fw13;szr;02.02.2023;3;5;3;1;4;5;1;1;1;1;1;5;5;1;3;1;-;4;5;4;3;3;5;5;2;nie;seltener;im Schulbuch. am Computer;15;w;k.A.;k.A. ;
65;fw14;szr;02.02.2023;3;4;3;2;3;3;4;3;3;3;3;3;2;1;5;1;-;3;2;5;3;3;3;4;-;seltener;seltener;Im Schulbuch. mit dem Tablet/Smartphone;14;w;k.A.;k.A. ;
66;fw15;szr;02.02.2023;3;4;3;4;2;4;3;4;4;3;3;3;2;4;4;2;-;3;2;4;2;4;3;4;-;seltener;monatlich;im Schulbuch. mit dem Tablet/Smartphone;15;w;k.A.;k.A. ;
67;fw16;szr;02.02.2023;4;3;3;1;4;3;3;3;3;4;3;3;3;1;3;1;-;2;5;5;4;3;4;4;-;nie;monatlich;mit dem Tablet/Smartphone;14;m;k.A.;k.A. ;
68;fw17;szr;02.02.2023;5;4;4;1;4;5;4;4;3;5;5;4;5;1;5;2;-;4;5;5;4;1;5;5;-;seltener;seltener;im Schulbuch;14;m;k.A.;k.A. ;
69;fw18;szr;02.02.2023;3;3;4;1;3;2;3;2;3;3;3;3;0;2;4;4;-;3;4;4;4;1;3;4;-;monatlich;monatlich;mit dem Tablet/Smartphone;-99;m;k.A.;k.A. ;
70;fw19;szr;28.04.2023;3;2;4;1;3;5;4;2;5;3;4;2;3;1;5;3;-;5;2;5;3;2;3;3;4;seltener;nie;im Schulbuch;14;w;k.A.;k.A. ;
71;fw20;szr;28.04.2023;4;4;4;1;5;5;5;4;3;3;4;5;5;1;3;2;-;3;5;4;4;2;5;5;01. Mai;nie;nie;im Schulbuch;15;w;k.A.;k.A. ;
72;fw21;szr;28.04.2023;4;3;4;1;3;4;4;4;5;4;4;3;3;1;5;1;-;5;0;4;4;2;3;4;Feb 25;nie;nie;-;14;w;k.A.;k.A. ;
73;fw22;szr;28.04.2023;5;5;5;1;5;5;5;5;5;5;5;5;4;1;4;2;-;4;5;5;2;5;4;5;Feb 25;;nie;im Schulbuch/mit dem Tablet / Smartphone;14;w;k.A.;k.A. ;
74;fw23;szr;28.04.2023;5;5;4;4;5;4;4;4;5;5;4;5;5;1;5;4;-;5;5;5;4;1;5;5;Jan 25;wöchentlich;;am Computer;14;w;k.A.;k.A. ;
75;fw24;szr;28.04.2023;4;4;3;2;4;5;4;3;3;5;3;4;4;4;3;4;-;3;5;2;5;1;4;4;2;nie;nie;im Schulbuch;14;w;k.A.;k.A. ;
76;fw25;szr;28.04.2023;5;5;4;1;5;5;5;4;4;5;4;4;4;1;4;2;-;2;5;5;5;2;5;5;;nie;nie;im Schulbuch;14;w;k.A.;k.A. ;
77;fw26;szr;28.04.2023;4;5;4;1;4;5;4;4;4;4;4;5;5;2;4;2;-;5;4;5;5;2;4;5;Jan 75;nie;seltener;mit dem Tablet / Smartphone;13;m;k.A.;k.A. ;
78;fw27;szr;28.04.2023;4;3;5;1;3;4;5;4;4;3;4;3;3;1;4;3;-;5;5;5;5;3;4;4;2;seltener;nie;im Schulbuch/am Computer/ mit dem Tablet / Smartphone;14;m;k.A.;k.A. ;
79;fw28;szr;28.04.2023;2;5;4;2;3;3;4;5;4;5;5;3;4;1;4;1;-;2;4;5;4;3;1;5;Feb 25;nie;seltener;im Schulbuch;14;m;k.A.;k.A. ;
80;fw29;szr;20.07.2023;5;4;5;2;5;4;4;4;5;3;4;4;4;2;5;1;-;5;4;5;5;4;5;4;Jan 75;nie;monatlich;im Schulbuch/mit dem Tablet / Smartphone;17;k.A. ;k.A.;k.A. ;
81;fw30;szr;20.07.2023;5;4;4;2;4;4;5;5;4;4;5;4;4;2;5;3;-;5;4;5;5;5;5;5;Jan 25;nie;monatlich;im Schulbuch/am Computer/mit dem Tablet / Smartphone;16;k.A. ;k.A.;k.A. ;
82;fw31;szr;20.07.2023;5;3;5;1;4;4;3;3;5;4;4;3;4;3;4;3;-;3;3;5;4;3;4;5;Jan 75;seltener;monatlich;im Schulbuch/mit dem Tablet / Smartphone;17;w;k.A.;k.A. ;
83;fw32;szr;20.07.2023;4;3;4;1;3;5;5;5;4;2;5;3;3;1;4;3;-;1;4;1;5;1;2;3;2;nie;seltener;im Schulbuch/am Computer;17;w;k.A.;k.A. ;
84;fw33;szr;20.07.2023;3;4;2;1;3;4;2;2;2;4;3;3;3;2;4;2;-;2;3;4;3;3;4;4;02. Mai;monatlich;monatlich;im Schulbuch/am Computer/mit dem Tablet / Smartphone;17;w;k.A.;k.A. ;
85;fw34;szr;20.07.2023;5;3;1;1;4;4;5;4;2;3;3;4;4;1;1;1;-;3;3;4;5;1;3;3;02. Mai;monatlich;monatlich;im Schulbuch/am Computer/mit dem Tablet / Smartphone;16;Hund;k.A.;k.A. ;
86;fw35;szr;20.07.2023;5;5;1;4;5;5;1;1;1;3;1;5;2;5;1;2;-;5;2;1;5;1;5;1;03. Mai;seltener;seltener;im Schulbuch/am Computer/mit dem Tablet / Smartphone;17;k.A. ;k.A.;k.A. ;
87;fw36;szr;20.07.2023;5;4;3;5;4;4;3;4;2;4;4;5;5;5;3;5;-;3;4;5;4;3;4;4;Jan 75;seltener;seltener;am Computer/mit dem Tablet / Smartphone;17;divers;k.A.;k.A. ;
88;fw37;szr;20.07.2023;3;4;4;2;3;4;5;5;4;4;4;4;3;2;4;2;-;2;3;5;5;3;3;4;Feb 25;nie;seltener;mit dem Tablet / Smartphone;16;w;k.A.;k.A. ;
89;fw38;szr;20.07.2023;3;3;4;1;3;3;3;4;2;2;3;3;3;1;4;1;-;2;3;3;4;3;3;2;02. Mai;nie;seltener;mit dem Tablet / Smartphone;17;w;k.A.;k.A. ;
90;fw39;szr;20.07.2023;2;2;4;1;2;4;3;3;4;3;3;2;2;1;4;1;-;2;2;4;3;1;1;3;Mrz 25;nie;seltener;im Schulbuch;18;k.A.;k.A.;k.A. ;
91;fw40;szr;20.07.2023;3;3;4;1;4;3;3;3;4;2;2;3;2;2;3;3;-;1;2;2;3;3;2;4;Feb 75;seltener;seltener;im Schulbuch;17;w;k.A.;k.A. ;
92;fw41;szr;21.07.2023;3;4;4;2;3;3;4;4;5;5;3;3;3;1;4;1;-;2;4;5;5;1;3;4;Feb 25;nie;seltener;im Schulbuch. mit dem Tablet/Smartphone;18;m;k.A.;k.A. ;
93;fw42;szr;20.07.2023;4;4;0;1;3;4;5;3;4;5;3;4;4;4;4;2;-;3;4;5;3;4;4;4;;seltener;monatlich;mit dem Tablet/Smartphone;18;w;k.A.;k.A. ;
94;fw43;szr;20.07.2023;4;4;5;1;4;4;5;5;3;4;5;4;4;1;4;4;-;5;4;5;5;2;4;4;Jan 75;monatlich;monatlich;im Schulbuch. am Computer. mit dem Tablet / Smartphone;17;w;k.A.;k.A. ;
95;fw44;szr;20.07.2023;4;4;3;1;3;4;4;3;3;4;4;3;4;1;5;1;-;4;0;5;5;1;4;4;01. Mai;nie;seltener;im Schulbuch. am Computer. mit dem Tablet / Smartphone;16;w;k.A.;k.A. ;
96;fw45;szr;20.07.2023;4;4;3;1;4;5;4;5;2;3;3;4;5;2;3;2;-;4;0;5;5;1;5;4;01. Mai;nie;seltener;im Schulbuch. am Computer. mit dem Tablet / Smartphone;17;w;k.A.;k.A. ;
97;fw46;szr;21.07.2023;4;4;5;1;3;3;4;4;5;5;3;3;3;2;5;1;-;4;3;4;3;1;2;4;3;nie;nie;mit dem Tablet/Smartphone;17;m;k.A.;k.A. ;
98;fw47;szr;21.07.2023;4;5;2;1;4;4;3;2;3;4;5;4;3;1;3;1;-;4;4;5;3;3;3;4;2;nie;monatlich;im Schulbuch;17;m;k.A.;k.A. ;
99;fw48;szr;21.07.2023;2;1;1;2;2;2;3;3;2;2;3;3;2;3;2;3;-;4;2;4;4;3;3;3;Apr 25;monatlich;wöchentlich;im Schulbuch. mit dem Tablet/Smartphone;17;k.A.;k.A.;k.A. ;
100;fw49;szr;21.07.2023;4;3;4;2;4;3;5;5;5;3;5;2;3;1;3;2;-;4;4;5;4;2;4;3;2;seltener;seltener;mit dem Tablet/Smartphone;17;m;k.A.;k.A. ;
101;fw50;szr;21.07.2023;4;3;4;2;4;3;5;5;5;3;5;2;3;1;3;2;-;4;4;5;4;2;4;3;2;seltener;seltener;mit dem Tablet/Smartphone;17;m;k.A.;k.A. ;9
102;fw51;szr;21.07.2023;2;3;3;1;3;3;4;3;3;4;3;3;2;1;3;3;-;4;4;4;3;3;2;3;;seltener;monatlich;im Schulbuch. mit dem Tablet/Smartphone;17;m;k.A.;k.A. ;9
103;fw52;szr;21.07.2023;3;4;4;1;3;4;4;3;4;4;;3;2;1;4;1;-;5;;5;4;1;3;4;Feb 75;nie;seltener;im Schulbuch. mit dem Tablet/Smartphone;17;m;k.A.;k.A. ;3
104;fw53;szr;21.07.2023;2;2;4;1;1;1;5;5;5;1;5;1;1;1;5;1;-;5;1;5;5;1;1;1;Feb 75;seltener;seltener;am Computer;17;m;k.A.;k.A. ;8
105;fw54;szr;21.07.2023;2;2;3;1;2;2;3;3;3;2;3;4;2;1;3;2;-;1;1;2;3;2;3;3;3;nie;monatlich;im Schulbuch. am Computer. mit dem Tablet/Smartphone;17;w;k.A.;k.A. ;9
106;fw55;szr;21.07.2023;1;2;1;4;2;2;4;4;1;4;3;3;3;3;1;1;-;4;2;4;5;2;4;3;Feb 75;seltener;seltener;mit dem Tablet/Smartphone;17;m;k.A.;k.A. ;9
107;fw56;szr;21.07.2023;4;4;3;4;5;4;3;2;5;4;4;3;3;5;4;5;-;5;4;4;5;5;4;3;2;seltener;nie;im Schulbuch. am Computer. mit dem Tablet/Smartphone;17;k.A.;k.A.;k.A. ;8
108;fw57;szr;21.07.2023;4;4;3;1;4;;3;4;3;4;4;3;;;;;-;3;;5;3;1;3;4;02. Mai;monatlich;wöchentlich;im Schulbuch. am Computer. mit dem Tablet/Smartphone;16;m;k.A.;k.A. ;8
109;fw58;szr;21.07.2023;3;4;2;1;3;4;5;3;4;4;4;4;4;1;4;1;-;3;3;4;4;1;2;3;Jan 75;wöchentlich;wöchentlich;am Computer. mit dem Tablet/Smartphone;17;m;k.A.;k.A. ;9
110;fw59;szr;21.07.2023;4;2;3;1;4;3;5;3;2;2;3;2;4;1;2;1;-;2;;5;4;1;3;3;2;nie;nie;am Computer;17;m;k.A.;k.A. ;7
111;fw60;szr;21.07.2023;3;2;1;1;3;2;4;3;2;5;4;3;2;1;2;3;-;2;3;4;3;2;4;4;02. Mai;nie;monatlich;im Schulbuch. mit dem Tablet/Smartphone;17;m;k.A.;k.A. ;7
112;fw61;szr;21.07.2023;3;3;3;2;3;3;4;4;4;4;2;3;3;3;3;3;-;3;4;5;3;2;2;3;Feb 75;nie;monatlich;im Schulbuch. am Computer. mit dem Tablet/Smartphone;17;m;k.A.;k.A. ;7
113;fw62;szr;21.07.2023;3;3;3;2;2;4;4;3;3;3;4;2;3;3;3;3;-;1;1;5;4;3;;4;3;nie;wöchentlich;im Schulbuch. am Computer. mit dem Tablet/Smartphone;17;divers;k.A.;k.A. ;7
114;fw63;szr;21.07.2023;2;3;4;2;4;3;4;3;2;5;3;4;3;4;2;4;-;3;4;5;3;4;3;4;Feb 25;nie;nie;k.A.;17;m;k.A.;k.A. ;
